formula,pressure,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
La1.945Rb0.055Cu1O4,0,4,1.5375,1.060178571,0.663640528,0.488790384,1.82,0.461207143,1.289220867,1.102887615,75.9795,57.48756643,44.16418935,53.26213076,122.906,37.92421214,1.196829581,0.903337528,5.25,5.841428571,3.766629793,2.49868496,10,3.420714286,1.119606167,0.952684922,1.815,2.549228571,1.018466985,1.058629021,2.62,1.959271429,1.236972711,0.708354092,7.774625,10.46794443,3.602801237,3.701650211,9.441,7.748951357,1.285405248,0.758507065,4,1.706428571,0.292125214,5.943972835,22
Tl1Ba0.6Sr0.4La1Cu1O5.16,0,6,1.615,1.122008734,0.522645514,0.563808308,1.51,0.27790393,1.732500764,1.692319332,107.9633333,66.24814847,60.49869571,66.58420655,188.384,18.48635371,1.612750951,1.647511806,4.5,5.454148472,3.201562119,2.478526607,9,3.292576419,1.573923263,1.123291091,1.65,2.541965066,0.879166272,1.05285558,2.55,1.896331878,1.665921416,0.894747432,7.3227,10.38055415,2.927567721,3.727488463,8.4064,7.422645852,1.722729214,0.971855759,4,2.292576419,0.283937263,3,22
Sr0.2La1.8Cu0.99Cr0.01O4,0,5,1.414,1.066242857,0.500983034,0.49765797,1.49,0.443071429,1.543600785,1.208508212,71.6132,56.42564286,40.80994361,52.13633219,122.906,35.64414857,1.437727148,1.023891011,5.6,5.821428571,3.136877428,2.505045928,9,3.42,1.455058337,0.987255675,1.81,2.5468,0.886701754,1.061738757,2.49,1.963342857,1.499231715,0.736158501,7.87656,10.480943,2.975504639,3.681754406,8.0412,7.772105,1.545781086,0.800068143,4,1.678571429,0.288343558,5.803571429,22
La1.02Pr0.85Sr0.13Cu1O4,0,5,1.53,1.074228571,0.516488141,0.507554196,1.49,0.337214286,1.545601749,1.457387696,89.3956,57.19821429,47.25065822,53.07118706,124.909,18.61321429,1.44307034,1.415102827,5.4,6.081428571,3.136877428,2.301042798,9,3.391428571,1.449291473,1.1232039,1.704,2.552285714,0.928969321,1.054389019,2.49,1.948071429,1.477655456,0.804808935,7.61786,10.46851786,3.113787992,3.699023988,8.1451,7.676009,1.53554939,0.877510752,4,1.574285714,0.258867747,4.544554455,22
Ca1La1Ba1Cu2.76Fe0.24O7,0,6,1.508333333,1.101569231,0.507261164,0.536942626,1.51,0.332492308,1.730542339,1.604900426,75.28333333,47.46867385,46.84512517,43.10306987,122.906,12.46032,1.592209394,1.598087735,5.333333333,6.252307692,3.34995854,2.910622862,9,3.083076923,1.596005817,1.101572255,1.693333333,2.519476923,0.874674543,1.040846713,2.55,1.818523077,1.671158386,0.895752586,7.69145,10.41922615,2.836730996,3.533050023,8.4064,7.186932615,1.731009454,0.994573598,4,2.310769231,0.369586614,2.49,22
Y1Ba2Cu2.64Co0.36O7.03,0,5,1.434,1.121949348,0.517633075,0.570593428,1.51,0.321550269,1.540930803,1.429132285,72.9422,51.03686032,39.81788459,44.14445378,121.328,19.45035457,1.448001336,1.39214085,6.2,6.251726784,3.42928564,2.897776639,9,3.006907137,1.447388584,1.106330368,1.866,2.523100537,0.877350557,1.040844259,2.55,1.804021489,1.504915815,0.872803257,8.1309,10.40758243,2.916128519,3.561653166,8.4064,7.129553569,1.550486465,0.950185824,4,2.296239447,0.367296833,2.52,22
La2.85Ca0.3Ba2.85Cu6O14.252,0,5,1.562,1.096766723,0.539903695,0.537150709,1.51,0.33579613,1.542360818,1.43029942,79.171,53.65603946,50.42494611,48.40778713,122.906,14.62196595,1.389951806,1.401707465,4.8,6.337117172,3.42928564,2.914982766,9,3.234496419,1.378227563,0.997284755,1.666,2.529269389,0.955815882,1.039723409,2.55,1.856120677,1.463120317,0.819750331,7.64926,10.40016118,3.105764208,3.593577496,8.4064,7.323297318,1.536225918,0.901203304,4,2.394103306,0.377790601,2.898305085,22
Eu1.5Ce0.5Sr2Cu1Ti1O10,0,6,1.568333333,1.1003125,0.508508167,0.606617076,1.49,0.3553125,1.733103501,1.566136862,84.51866667,46.5404375,48.52438711,46.12699056,135.965,11.2549375,1.611974871,1.642065024,6,5.90625,3.109126351,2.184596287,9,3.625,1.656322403,1.166055054,1.691666667,2.63125,0.840801536,1.064606001,2.49,2.115,1.683830894,0.757946716,7.512766667,10.83751563,2.839759265,3.623286569,8.0794,8.338228125,1.729582827,0.848553237,4,0.78125,0.132275132,5,22
La1.85Sr0.15Cu0.988Zn0.012O4,0,5,1.43,1.063371429,0.496749434,0.492413072,1.49,0.454934286,1.545429196,1.180879889,74.29,56.81160829,39.86339033,52.53364844,122.906,36.59852714,1.451829661,0.992555435,6.8,5.837428571,4.06939799,2.507047031,10,3.408,1.419642412,0.991935743,1.808,2.547785714,0.88704904,1.060265511,2.49,1.962885714,1.499011383,0.730904815,8.4021,10.48433051,2.965069165,3.680165485,8.0412,7.765667086,1.550484588,0.794267569,4,1.692857143,0.290000489,5.842105263,21.95
Y1Ba2Cu3O6.29,0,4,1.48,1.150642799,0.56951734,0.575985653,1.51,0.205858421,1.305900596,1.339448334,76.4445,53.28166884,43.82350272,44.60793992,121.328,15.11375102,1.199538473,1.282602167,5.5,6.32546786,3.5,3.054936761,9,2.826688365,1.190608997,0.992819925,1.8625,2.468478438,0.980876521,1.046060164,2.55,1.661318145,1.255405013,0.850782183,8.193375,10.20974361,3.257336534,3.579524665,8.4064,6.463836371,1.313314552,0.928164708,4,2.522375915,0.398765114,2.25,21.9
Ca0.4Nd0.6Ba1La1Cu3O7.19,0,6,1.605,1.089112964,0.502153695,0.525557621,1.51,0.300030326,1.735624949,1.614117038,90.01616667,51.89379909,52.02868624,47.4631023,128.243,13.23781653,1.599061347,1.65107092,5,6.485216073,3.16227766,2.798442884,9,3.210007582,1.602984474,1.095019543,1.578333333,2.540379075,0.894285873,1.029269823,2.55,1.844852161,1.654671403,0.866256122,7.295216667,10.4353464,2.943616173,3.565477255,8.4064,7.237972631,1.721462568,0.957462919,4,2.350265353,0.362403554,2.25,21.9
Y0.5Pr0.5Ba2Cu3O6.98,0,5,1.55,1.125331279,0.528280229,0.572111158,1.51,0.285192604,1.544116267,1.421621098,89.3372,53.30292912,46.9178683,46.95604464,124.909,17.73505393,1.444535309,1.425305636,5.4,6.385208012,3.136877428,2.912091047,9,3.110939908,1.449291473,1.036087955,1.716,2.516656394,0.924956215,1.045416177,2.55,1.80633282,1.479674808,0.833965612,7.6493,10.36225639,3.11002628,3.602280968,8.4064,7.112314176,1.535929535,0.912854805,4,2.349768875,0.368001931,1.285714286,21.9
La1.87Ce0.13Cu1O4,0,4,1.375,1.056142857,0.461871194,0.478810409,1.17,0.428171429,1.323677372,1.143582915,89.6415,57.92991857,52.62784555,53.72411295,124.117,34.50532429,1.179957499,1.006510231,6,5.875714286,3.082207001,2.456532732,8,3.354285714,1.262703033,0.994033486,1.89,2.5518,0.951262319,1.054811379,2.34,1.944914286,1.268729183,0.727475685,8.115025,10.47823343,3.298272005,3.685931634,8.0794,7.678909857,1.310406427,0.780764274,4,1.714285714,0.291757841,6,21.833333
Sm1.85Ce0.15Cu1O3.97,0,4,1.3925,1.076714491,0.476097417,0.505869106,1.17,0.438378766,1.321406737,1.150616393,92.50525,61.15429412,55.46575534,58.38262756,134.361,36.89362984,1.172033151,0.994349054,7.25,7.205164993,2.586020108,1.811671631,7,3.331420373,1.32218843,1.099353341,1.9075,2.56661406,0.937106584,1.030042838,2.32,1.935265423,1.274529948,0.743628852,8.131725,10.4823396,3.28552302,3.664775203,8.0794,7.637453659,1.311322442,0.789361216,4,1.456241033,0.202110713,1.173913043,21.8
La1.884Ba0.116Cu1O4,0,4,1.46,1.061577143,0.558882814,0.489465275,1.51,0.429657143,1.307342321,1.146761512,88.94425,57.88127886,51.96885519,53.65085988,122.906,35.109584,1.181793399,0.991606445,5.5,5.840571429,3.5,2.496685738,9,3.395428571,1.190608997,0.968822604,1.8325,2.547948571,1.001682959,1.060433209,2.55,1.950965714,1.245635769,0.718631707,8.033275,10.47289097,3.364502421,3.693320571,8.4064,7.695406114,1.305492133,0.775819594,4,1.697714286,0.290676059,5.879334258,21.8
Bi2Sr1.6Pr0.4Cu1O6.313,0,5,1.494,1.124244674,0.507487931,0.566462048,1.49,0.303595863,1.546010136,1.458737555,103.4106,68.86439379,66.37811449,72.56781823,192.981,31.96294528,1.386439484,1.302001167,5.8,5.664103244,2.925747768,2.138235061,9,3.171395739,1.484258647,1.161041188,1.888,2.618997613,0.880985811,0.978579465,2.49,1.879671175,1.505636222,0.891716792,7.9596,10.56923056,2.961058126,3.476537797,8.1451,7.405804411,1.547067557,0.940122201,4,2.651816494,0.267670729,0,21.8
Nd1.55Sm0.3Ce0.15Cu1O3.972,0,5,1.478,1.081041308,0.458885607,0.5122325,1.17,0.365246701,1.55418222,1.345753864,102.8526,59.78120023,53.75342427,56.3197096,134.361,29.05302639,1.436706704,1.298904369,7,6.760183592,2.366431913,1.807226639,7,3.332185886,1.553671736,1.21180434,1.754,2.560195066,0.892627582,1.039081867,2.32,1.935697074,1.495220617,0.79313749,7.61038,10.45685,3.118161581,3.699649025,8.0931,7.639169277,1.535208618,0.849266636,4,1.455823293,0.215352627,1.173913043,21.8
La1.782Ba0.218Cu1O4,0,4,1.46,1.067988571,0.558882814,0.50092641,1.51,0.372828571,1.307342321,1.209699208,88.94425,57.85828514,51.96885519,53.61645688,122.906,31.08448914,1.181793399,1.075616668,5.5,5.826,3.5,2.516064614,9,3.366285714,1.190608997,0.980322354,1.8325,2.544888571,1.001682959,1.064900593,2.55,1.937997143,1.245635769,0.730243999,8.033275,10.46756949,3.364502421,3.70062695,8.4064,7.6194642,1.305492133,0.793199844,4,1.683142857,0.288901967,5.764917326,21.6
Nd1.85Ce0.15Cu1O3.971,0,4,1.3975,1.081962416,0.480436,0.513466977,1.17,0.443623583,1.32070713,1.148934739,90.97575,59.52419007,53.91187667,55.9100828,128.243,35.26471095,1.176390743,1.009666823,6.75,6.674221776,2.586020108,1.79381769,7,3.331803185,1.317202085,1.08167432,1.9,2.558777794,0.94308006,1.04084646,2.32,1.93548128,1.272116064,0.73924381,8.10205,10.45128821,3.308317943,3.706437954,8.0931,7.638311591,1.309678025,0.78575704,4,1.456032133,0.218157589,1.173913043,21.6
Nd1.65Sm0.2Ce0.15Cu1O3.971,0,5,1.478,1.08138861,0.458885607,0.512652419,1.17,0.391407259,1.55418222,1.300929,102.8526,59.69971726,53.75342427,56.18470416,134.361,31.12636637,1.436706704,1.234118744,7,6.731602353,2.366431913,1.803295888,7,3.331803185,1.553671736,1.183409821,1.754,2.559638502,0.892627582,1.039684627,2.32,1.93548128,1.495220617,0.780943944,7.61038,10.45469375,3.118161581,3.701961862,8.0931,7.638311591,1.535208618,0.834902947,4,1.456032133,0.216298001,1.173913043,21.6
Nd0.85Pr0.15Ba2Cu3O6.75,0,5,1.552,1.133843137,0.529278755,0.573928443,1.51,0.327882353,1.543997887,1.390530735,100.4044,56.23742353,51.78487883,50.0187163,128.243,19.88374902,1.440994442,1.410776804,6,6.537254902,2.898275349,2.84873283,9,3.117647059,1.490815863,1.076605632,1.7,2.497137255,0.934044967,1.050941334,2.55,1.807882353,1.474971188,0.833577199,7.51084,10.27780196,3.185199772,3.638973665,8.4064,7.145194118,1.529854451,0.907567561,4,2.352941176,0.359928014,0,21.6
Y0.65Pr0.35Ba2Cu3O6.6,0,5,1.55,1.139126984,0.528280229,0.57457026,1.51,0.294880952,1.544116267,1.42009603,89.3372,53.80889683,46.9178683,46.39899985,124.909,17.8838254,1.444535309,1.412941411,5.4,6.373015873,3.136877428,2.974052142,9,3.003968254,1.449291473,1.037162461,1.716,2.489880952,0.924956215,1.047163395,2.55,1.770515873,1.479674808,0.854795754,7.6493,10.272925,3.11002628,3.600007353,8.4064,6.981262698,1.535929535,0.934712164,4,2.432539683,0.381693649,1.602739726,21.5
La1.775Sr0.225Cu1O4,0,4,1.455,1.067785714,0.552562214,0.500299293,1.49,0.369571429,1.308422838,1.212422276,76.5175,56.25898214,44.28942966,51.93643419,122.906,32.40598214,1.197271367,1.032707401,5.5,5.825,3.5,2.517385974,9,3.364285714,1.190608997,0.980995963,1.8475,2.546607143,0.987810078,1.062258841,2.49,1.935178571,1.252406921,0.73374531,8.154075,10.48273571,3.268327086,3.679994265,8.0412,7.598721071,1.312543657,0.79911274,4,1.682142857,0.28877989,5.756756757,21.5
Pr1.91Ce0.09Cu1O4,0,4,1.4,1.082857143,0.482648941,0.516933659,1.17,0.4758,1.32034925,1.107852909,90.14225,58.46953143,53.1015986,54.53866377,124.909,36.64626286,1.178646367,0.962211241,6.5,6.415714286,2.692582404,1.929480738,7,3.377142857,1.307336083,1.04731661,1.8975,2.559871429,0.945102508,1.043728405,2.32,1.951314286,1.271287679,0.724812884,8.08905,10.45010186,3.318505373,3.723439574,8.1451,7.710559571,1.308933341,0.768999716,4,1.441428571,0.224671565,0.743119266,21.5
Sm1.75Gd0.1Ce0.15Cu1O3.97,0,5,1.474,1.076714491,0.455964911,0.505869106,1.17,0.426111908,1.554585831,1.243923756,105.4542,61.25314634,55.96303456,58.5392081,141.251,35.49569584,1.43185364,1.135115407,7.8,7.233859397,2.561249695,1.839655993,7,3.331420373,1.552434325,1.172687125,1.766,2.567044476,0.884660387,1.029465262,2.32,1.94215208,1.498771931,0.769784183,7.7354,10.48960502,3.043685797,3.655666038,8.0794,7.668414204,1.540834285,0.822182588,4,1.470588235,0.203292344,1.8,21.4
Nd1.86Ce0.14Cu1O3.96,0,4,1.3975,1.082614943,0.480436,0.513577492,1.17,0.449568966,1.32070713,1.142849395,90.97575,59.59890805,53.91187667,55.93619657,128.243,35.72900575,1.176390743,1.000533177,6.75,6.67816092,2.586020108,1.792348058,7,3.333333333,1.317202085,1.079865874,1.9,2.557413793,0.94308006,1.041039037,2.32,1.934712644,1.272116064,0.738648012,8.10205,10.44626351,3.308317943,3.707251358,8.0931,7.636818678,1.309678025,0.784818896,4,1.456896552,0.218158348,1.105263158,21.3
Ca0.4Ba1.25La1.35Cu3O7.04,0,5,1.562,1.098343558,0.539903695,0.534816078,1.51,0.295889571,1.542360818,1.488562958,79.171,52.03087883,50.42494611,47.05909048,122.906,13.39009202,1.389951806,1.446428873,4.8,6.333588957,3.42928564,2.931985759,9,3.17791411,1.378227563,1.008129872,1.666,2.52416411,0.955815882,1.039077535,2.55,1.826503067,1.463120317,0.837298086,7.64926,10.39412147,3.105764208,3.576017267,8.4064,7.164581595,1.536225918,0.92581256,4,2.404141104,0.379585906,2.793103448,21.3
Nd1.85Ce0.15Cu1O4,0,4,1.3975,1.080214286,0.480436,0.513118571,1.17,0.441785714,1.32070713,1.148696101,90.97575,59.34387143,53.91187667,55.86414714,128.243,35.11861429,1.176390743,1.01063166,6.75,6.671428571,2.586020108,1.790621828,7,3.342857143,1.317202085,1.08013099,1.9,2.562428571,0.94308006,1.040229282,2.32,1.941714286,1.272116064,0.736611484,8.10205,10.46440786,3.308317943,3.704341289,8.0931,7.663085,1.309678025,0.783122649,4,1.45,0.217344754,1.173913043,21.2325
La1.865Ce0.135Cu1O4,0,4,1.375,1.056214286,0.461871194,0.478918376,1.17,0.425628571,1.323677372,1.14676643,89.6415,57.93078357,52.62784555,53.72542644,124.117,34.30602357,1.179957499,1.011057892,6,5.876428571,3.082207001,2.455841744,8,3.351428571,1.262703033,0.995301525,1.89,2.551814286,0.951262319,1.054791852,2.34,1.944114286,1.268729183,0.728307547,8.115025,10.47820614,3.298272005,3.685968058,8.0794,7.674953643,1.310406427,0.781762795,4,1.714285714,0.291722378,6,21.2
Nd1.65La0.2Ce0.15Cu1O4,0,5,1.464,1.077642857,0.449826633,0.50961836,1.17,0.389785714,1.555395657,1.297032626,100.5616,59.19138571,51.89167985,55.63903303,128.243,30.99741429,1.440787593,1.226926562,6,6.585714286,2.75680975,1.889768369,8,3.342857143,1.51056485,1.125102684,1.74,2.561285714,0.902175149,1.041812187,2.34,1.941714286,1.490830406,0.775277917,7.59702,10.46589071,3.12669079,3.7023736,8.0931,7.663085,1.534543406,0.831395926,4,1.478571429,0.224511931,2.333333333,21.2
Pr1.85Ce0.15Cu0.97V0.03O3.98,0,5,1.384,1.084240688,0.432878736,0.51724896,1.17,0.479355301,1.555801458,1.171465705,82.3022,58.53024355,50.0168907,54.56035504,124.909,37.12772779,1.407152624,1.035308166,6.2,6.38252149,2.481934729,1.919163934,7,3.399713467,1.538278773,1.080125661,1.844,2.556103152,0.85207042,1.0451546,2.32,1.954484241,1.513027562,0.749012266,7.82048,10.43737636,3.016372276,3.727774459,8.1451,7.736053295,1.542977421,0.795631981,4,1.424068768,0.22312009,1.356521739,21.2
La1.77Sr0.23Cu1O4,0,4,1.455,1.068085714,0.552562214,0.500821946,1.49,0.3668,1.308422838,1.214971392,76.5175,56.22235,44.28942966,51.8961996,122.906,32.24417857,1.197271367,1.035872763,5.5,5.824285714,3.5,2.518329135,9,3.362857143,1.190608997,0.981469467,1.8475,2.5465,0.987810078,1.062412299,2.49,1.9345,1.252406921,0.73426921,8.154075,10.48282,3.268327086,3.679883251,8.0412,7.594653286,1.312543657,0.799910966,4,1.681428571,0.288692666,5.750902527,21.15
Nd1.85Ce0.15Cu1O4.026,0,4,1.3975,1.078659266,0.480436,0.512803446,1.17,0.440150868,1.32070713,1.148473039,90.97575,59.18347196,53.91187667,55.82276456,128.243,34.98865642,1.176390743,1.011489035,6.75,6.668943923,2.586020108,1.787770533,7,3.352690009,1.317202085,1.07874593,1.9,2.56567606,0.94308006,1.039669201,2.32,1.947258753,1.272116064,0.73426829,8.10205,10.47607822,3.308317943,3.702436168,8.0931,7.685121776,1.309678025,0.780776334,4,1.444634216,0.216621137,1.173913043,21.1
Nd1.85Ce0.15Cu1O4.028,0,4,1.3975,1.078540125,0.480436,0.5127791,1.17,0.440025612,1.32070713,1.148455528,90.97575,59.1711827,53.91187667,55.81957369,128.243,34.97869949,1.176390743,1.011554689,6.75,6.668753557,2.586020108,1.787551747,7,3.353443369,1.317202085,1.078639336,1.9,2.565924872,0.94308006,1.039625858,2.32,1.947683552,1.272116064,0.734088699,8.10205,10.47697237,3.308317943,3.702288646,8.0931,7.686810159,1.309678025,0.780596453,4,1.444223108,0.216565674,1.173913043,21.1
Nd1.85Ce0.15Cu0.98Mn0.02O4,0,5,1.366,1.0801,0.434308646,0.513078514,1.17,0.477457143,1.554668822,1.164811784,83.7682,59.31927714,50.3287936,55.86418657,128.243,37.96413429,1.410686017,1.023624473,6.8,6.66,2.315167381,1.775660843,7,3.408571429,1.554463168,1.095565513,1.83,2.561428571,0.855055554,1.041033533,2.32,1.961285714,1.511552815,0.744845967,7.96844,10.46357243,2.971090813,3.704991604,8.0931,7.760531429,1.546545042,0.79303358,4,1.435714286,0.215572716,1.260869565,21.1
La1.87Sr0.13Cu0.9925Zn0.0075O4,0,5,1.43,1.062139286,0.496749434,0.490254703,1.49,0.460732143,1.545429196,1.16384545,74.29,56.95695786,39.86339033,52.69049617,122.906,37.03742857,1.451829661,0.974303502,6.8,5.839642857,4.06939799,2.501785051,10,3.415714286,1.419642412,0.983458537,1.808,2.548375,0.88704904,1.059532428,2.49,1.963946429,1.499011383,0.726343909,8.4021,10.48292121,2.965069165,3.681169782,8.0412,7.771706214,1.550484588,0.787541883,4,1.695714286,0.290379793,5.864111498,21.02
Y1Sr2Cu2.65Ti0.35O6.8,0,5,1.47,1.132617188,0.504103164,0.568763552,1.49,0.310976563,1.545695509,1.440444852,60.7876,43.60074609,27.17054093,30.83366929,72.907,12.38176172,1.491444094,1.441882729,5.2,6.12109375,3.18747549,2.910947879,9,3.078125,1.436761404,1.056356804,1.81,2.50671875,0.874711381,1.035610561,2.49,1.785390625,1.503498616,0.881358727,8.01696,10.39648242,2.88101792,3.486589487,7.9232,7.047909766,1.55190937,0.966012412,3,2.203125,0.359923421,2.95,21
Sm0.8Pr0.2Ba2Cu3O6.65,0,5,1.548,1.136363636,0.527310155,0.573202137,1.51,0.318023715,1.544229481,1.400365293,101.628,56.92924506,52.86720948,50.75985339,134.361,19.48398419,1.438481841,1.427724688,6.4,6.664031621,3.006659276,2.87859944,9,3.075098814,1.490847744,1.114136913,1.706,2.491541502,0.930518135,1.049364006,2.55,1.790513834,1.476809823,0.844019345,7.53458,10.25869763,3.170719832,3.631768506,8.4064,7.07239249,1.53104407,0.918395674,4,2.371541502,0.355871886,0,21
Sr2Cu1C0.94B0.06O5,0,5,1.138,1.072622222,0.548284598,0.606024763,1.49,0.472244444,1.504687023,1.216466837,37.9974,36.74666667,31.66530065,31.02369392,76.809,19.39903778,1.26929288,1.124303969,5.2,5.437777778,3.18747549,2.548532378,9,3.313333333,1.436761404,1.057961252,2.176,2.613266667,0.816739861,1.026460042,2.49,1.897511111,1.535614542,0.895442635,9.31954,10.92102911,2.791552314,3.361918738,7.9232,7.510291111,1.564834071,0.970721933,3,1.111111111,0.204331835,0,21
Er1Ba2Cu2.64Zn0.18Fe0.18O6.95,0,6,1.406666667,1.121915058,0.468104927,0.567000269,1.51,0.336972973,1.734418675,1.451652526,84.226,57.35042394,51.57104177,53.35814409,151.26,20.43257915,1.598044869,1.447879227,8.833333333,7.130501931,4.017323598,3.4333078,12,3.108880309,1.670010519,1.297529665,1.825,2.515088803,0.802179323,1.042388246,2.55,1.823243243,1.702495191,0.887648068,8.32675,10.40061614,2.71741442,3.563133081,8.4064,7.19871529,1.741604601,0.975111573,4,2.261003861,0.317089019,0.24,21
Tl1Sr2Ca1Cu2O6.76,0,5,1.552,1.174890282,0.533644076,0.60197369,1.49,0.216426332,1.543145907,1.534258814,82.3252,51.32807524,65.51761674,52.31519767,188.384,12.8765674,1.318399575,1.502700916,4.8,5.60815047,3.42928564,2.869152119,9,3.021943574,1.378227563,1.078598093,1.782,2.474482759,0.9047519,1.066526442,2.49,1.744075235,1.491063582,0.910924017,7.85216,10.27604671,2.965839805,3.597936217,7.9232,6.735905643,1.546277061,0.998357871,4,2.351097179,0.313938887,0,21
Y1Sr2Cu2.65Ga0.35O6.7,0,5,1.424,1.13,0.514221742,0.567192978,1.49,0.314566929,1.540995337,1.430500183,65.1588,44.42041339,26.48982444,31.14216299,72.907,11.8769252,1.504342175,1.466650211,5,6.094488189,3.286335345,2.946860256,9,3.082677165,1.414660908,1.045462777,1.864,2.506811024,0.864652531,1.030387353,2.49,1.76492126,1.50927258,0.896685438,7.8512,10.34827441,2.967204178,3.514245185,7.9232,7.019016929,1.546189137,0.965386986,3,2.440944882,0.383189122,2.25,21
Pr1.79Ce0.15Sr0.06Cu1O3.94,0,5,1.55,1.089279539,0.525699534,0.522458497,1.49,0.453414986,1.544558262,1.220030423,89.6378,58.36916138,47.506228,54.14835509,124.909,35.58618444,1.44232096,1.084965208,5.6,6.384726225,3.006659276,1.984187527,9,3.389048991,1.471273575,1.078433895,1.708,2.550619597,0.926399482,1.047369584,2.49,1.944755043,1.478970649,0.754531823,7.61022,10.42519928,3.118829108,3.724538595,8.1451,7.68207781,1.535159187,0.807902701,4,1.462536023,0.22906793,1.173913043,21
Y1Sr2Cu2.675Ti0.325O6.6,0,5,1.47,1.139781746,0.504103164,0.569976461,1.49,0.308313492,1.545695509,1.437913699,60.7876,44.06997817,27.17054093,30.89087148,72.907,12.67327183,1.491444094,1.43545899,5.2,6.136904762,3.18747549,2.940397869,9,3.03968254,1.436761404,1.058337398,1.81,2.492619048,0.874711381,1.03651559,2.49,1.76218254,1.503498616,0.891135004,8.01696,10.34712798,2.88101792,3.48869107,7.9232,6.957168849,1.55190937,0.975808562,3,2.253968254,0.367280957,2.9,21
Sm1.65Gd0.2Ce0.15Cu1O3.97,0,5,1.474,1.076714491,0.455964911,0.505869106,1.17,0.386728838,1.554585831,1.302609574,105.4542,61.35199857,55.96303456,58.69520446,141.251,32.57913917,1.43185364,1.222442193,7.8,7.262553802,2.561249695,1.866779984,7,3.331420373,1.552434325,1.21716722,1.766,2.567474892,0.884660387,1.028887181,2.32,1.935265423,1.498771931,0.786260933,7.7354,10.49687044,3.043685797,3.646519642,8.0794,7.637453659,1.540834285,0.842864778,4,1.484935438,0.204464638,2.333333333,21
Y1Ba2Cu2.95Zn0.05O6.62,0,5,1.45,1.138011094,0.512913248,0.573829897,1.51,0.340942948,1.542917573,1.360818236,74.2316,52.3140317,39.44600383,44.42306235,121.328,21.50435816,1.453745304,1.312186523,6.8,6.320919176,4.06939799,3.021978096,10,3.099841521,1.419642412,1.023323594,1.82,2.492892235,0.881430655,1.044551156,2.55,1.79796355,1.501163818,0.845377023,8.43354,10.30547639,2.952780037,3.570820202,8.4064,7.106348019,1.551138279,0.92718343,4,2.456418384,0.388617275,2.25,21
Sr0.2La1.8Cu0.95Ni0.05O4,0,5,1.414,1.066071429,0.500983034,0.49758947,1.49,0.435928571,1.543600785,1.232444668,72.9526,56.40747857,40.25017902,52.13363389,122.906,35.29919286,1.445792959,1.046078397,6.4,5.821428571,3.611094017,2.499336647,9,3.371428571,1.43963006,1.027977384,1.86,2.547214286,0.88387782,1.061447844,2.49,1.952071429,1.502958055,0.752301715,8.05122,10.48169571,2.930509539,3.681019621,8.0412,7.727201429,1.549352918,0.815613527,4,1.671428571,0.287116564,5.821428571,21
Dy0.9Ca0.1Ba2Cu2.7Zn0.3O6.72,0,6,1.53,1.133663522,0.503355408,0.571838264,1.51,0.333191824,1.732436079,1.467672329,80.805,56.88783648,52.06265357,51.99191695,146.501,21.27721698,1.578848195,1.441975821,7.5,6.966981132,4.387482194,3.226342684,10,3.15408805,1.59471242,1.264906952,1.683333333,2.493694969,0.860710301,1.049475623,2.55,1.809496855,1.675435778,0.88635541,8.000416667,10.3437816,2.862529811,3.576901742,8.4064,7.146408176,1.73270041,0.98281715,4,2.358490566,0.338524035,0,21
Sr0.2La1.8Cu0.95Ti0.05O4,0,5,1.454,1.0675,0.494230715,0.49840191,1.49,0.4345,1.547096902,1.237094596,70.7874,56.33015,41.23807764,52.13821526,122.906,35.37652143,1.431581131,1.040650936,5.2,5.778571429,3.18747549,2.478674349,9,3.4,1.436761404,1.000105381,1.786,2.544571429,0.892044842,1.063489789,2.49,1.954714286,1.496179918,0.747544271,7.88888,10.47589786,2.971007086,3.686126933,8.0412,7.732999286,1.546111864,0.813124607,4,1.628571429,0.281829419,5.928571429,21
La1.74Nd0.125Sr0.135Cu1O4,0,5,1.528,1.063992857,0.515340664,0.493090531,1.49,0.397528571,1.545749824,1.269451498,90.0624,57.01366429,47.99062541,52.8039677,128.243,32.838,1.440873749,1.134010446,5.6,5.891428571,3.136877428,2.470901678,9,3.39,1.455058337,1.034954372,1.706,2.54925,0.927741343,1.058527182,2.49,1.947392857,1.478287013,0.752425684,7.62826,10.48029179,3.106685567,3.683232265,8.0931,7.683110714,1.536095417,0.817367846,4,1.677142857,0.284675073,5.715328467,21
